x1
0.00043
0.00099
0.00242
0.00375
0.00547
0.00853
0.01017
0.01333
0.01701
0.01965
0.02319
0.0263
0.03003
0.03245
0.03464
0.03605
0.03744
0.03952
0.04078
0.04075
0.03984
0.03775
0.03835
0.03748
0.03757
0.0339
0.03292
0.03098
0.02924
0.02735
0.02428
0.02317
0.02121
0.01901
0.01725
0.01551
0.01421
0.01218
0.01067
0.01037
0.00872
0.008
0.00676
0.00592
0.00518
0.00432
0.00367
0.00315
0.00304
0.00211
0.0018
0.00159
0.0016
0.00112
0.00128
0.0011
0.00085
0.00057
0.00068
0.00041
0.00044
0.00034
0.00017
0.00015
0.00017
0.00013
0.00011
9.0e-5
6.0e-5
5.0e-5
3.0e-5
7.0e-5
2.0e-5
3.0e-5
0.0
2.0e-5
2.0e-5
1.0e-5
4.0e-5
0.0
0.0
0.0
0.0
0.0
1.0e-5
1.0e-5
2.0e-5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
