0-240
0.164
0.05963
0.05758
0.05592
0.05394
0.05056
0.05006
0.04604
0.04284
0.03919
0.03784
0.03396
0.03194
0.02875
0.02688
0.02355
0.02183
0.01956
0.01764
0.01567
0.01456
0.01267
0.01139
0.01001
0.00903
0.00766
0.0064
0.0061
0.00583
0.00478
0.00474
0.0036
0.00323
0.00292
0.00243
0.00237
0.00213
0.00181
0.00152
0.00133
0.00103
0.00086
0.00092
0.00072
0.00059
0.00057
0.00044
0.00039
0.00033
0.00042
0.00019
0.00034
0.00019
0.00019
0.00017
0.00012
8.0e-5
0.00012
9.0e-5
2.0e-5
3.0e-5
4.0e-5
5.0e-5
3.0e-5
1.0e-5
