0-240
0.41474
0.07787
0.07033
0.06151
0.05237
0.04597
0.04006
0.03418
0.03014
0.0254
0.02221
0.0186
0.01642
0.01419
0.01175
0.0097
0.00828
0.0072
0.00636
0.00541
0.00433
0.00341
0.00331
0.00258
0.00205
0.00209
0.00153
0.00125
0.00115
0.00093
0.00069
0.00075
0.0005
0.00051
0.00036
0.0003
0.00022
0.00018
0.00013
0.00021
8.0e-5
9.0e-5
0.0001
0.0001
0.00012
2.0e-5
4.0e-5
3.0e-5
4.0e-5
1.0e-5
1.0e-5
6.0e-5
2.0e-5
0.0
5.0e-5
1.0e-5
0.0
1.0e-5
0.0
2.0e-5
0.0
0.0
1.0e-5
1.0e-5
0.0
