0-240
0.4023
0.07397
0.066
0.05749
0.05098
0.04596
0.03967
0.03509
0.03077
0.02743
0.02334
0.01984
0.01784
0.01505
0.01328
0.01137
0.00979
0.00869
0.00746
0.00655
0.00533
0.00479
0.00414
0.00325
0.00311
0.00252
0.00217
0.00187
0.00154
0.00123
0.00118
0.00093
0.00074
0.00085
0.00051
0.00051
0.00032
0.00038
0.00025
0.0003
0.00018
0.00018
0.00013
0.00016
7.0e-5
0.00011
7.0e-5
7.0e-5
3.0e-5
5.0e-5
3.0e-5
1.0e-5
5.0e-5
1.0e-5
1.0e-5
1.0e-5
2.0e-5
0.0
0.0
0.0
0.0
0.0
1.0e-5
0.0
0.0
