3.0-sqrt(2.0)
0.00465
0.02218
0.04899
0.08191
0.10787
0.11933
0.11944
0.113
0.0987
0.08281
0.0639
0.04762
0.03318
0.02266
0.0143
0.00908
0.0051
0.00242
0.00138
0.00082
0.00039
0.00018
7.0e-5
1.0e-5
0.0
1.0e-5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
