2.0-sqrt(4.0)
0.0886
0.0396
0.0392
0.0424
0.0388
0.0352
0.0374
0.035
0.0354
0.0366
0.0292
0.0294
0.0312
0.0228
0.0218
0.025
0.0234
0.021
0.0222
0.0202
0.0184
0.0156
0.0176
0.015
0.01
0.0146
0.0138
0.0124
0.0124
0.0094
0.0088
0.0106
0.0076
0.0076
0.0066
0.0068
0.0068
0.0054
0.0056
0.0072
0.0066
0.0056
0.0058
0.004
0.005
0.0032
0.0036
0.003
0.0048
0.0022
0.0028
0.0038
0.002
0.0028
0.0026
0.0022
0.0018
0.0042
0.002
0.003
0.004
0.0016
0.003
0.0016
0.0018
