2.0-sqrt(4.0)
0.0874
0.0356
0.0382
0.042
0.0318
0.0374
0.039
0.0386
0.0326
0.0308
0.0334
0.026
0.0264
0.027
0.0238
0.0278
0.0224
0.021
0.0206
0.0178
0.0176
0.0148
0.017
0.0144
0.0124
0.0124
0.0122
0.0156
0.0096
0.0082
0.0118
0.0104
0.0098
0.007
0.0092
0.0086
0.0072
0.0074
0.005
0.0062
0.006
0.006
0.0048
0.0044
0.0042
0.0036
0.0052
0.0036
0.0042
0.0052
0.0042
0.005
0.0048
0.0028
0.0018
0.0024
0.0028
0.0036
0.0032
0.0014
0.003
0.0014
0.0022
0.003
0.0016
