2.0-sqrt(4.0)
0.0878
0.0366
0.0386
0.0384
0.04
0.0362
0.0364
0.0376
0.038
0.0356
0.0296
0.0304
0.029
0.0232
0.0234
0.023
0.0232
0.0236
0.02
0.018
0.0168
0.0154
0.0184
0.0142
0.0142
0.0152
0.0126
0.0114
0.0084
0.0118
0.0108
0.0112
0.0074
0.0088
0.006
0.0084
0.0064
0.0054
0.0068
0.0052
0.0068
0.007
0.0048
0.0034
0.0066
0.0046
0.005
0.0038
0.0042
0.0036
0.004
0.0032
0.002
0.0048
0.003
0.0018
0.0024
0.0034
0.0026
0.002
0.0018
0.0024
0.0014
0.0018
0.0016
