8-15.0
0.066742
0.036456
0.038492
0.040746
0.041848
0.041902
0.042212
0.041894
0.041278
0.040358
0.039134
0.037768
0.03602
0.034618
0.033634
0.031056
0.029062
0.027392
0.025508
0.023844
0.022452
0.020518
0.018892
0.017372
0.01616
0.014846
0.013602
0.012324
0.011348
0.01044
0.00952
0.00841
0.007648
0.007054
0.006366
0.005818
0.00523
0.00449
0.004264
0.003546
0.003144
0.002968
0.002622
0.002356
0.00206
0.00194
0.001692
0.001484
0.001374
0.001104
0.001088
0.000912
0.000882
0.000782
0.000598
0.00062
0.000522
0.000436
0.000336
0.000362
0.000336
0.000282
0.000234
0.000192
0.000194
0.00016
0.00012
0.000126
7.6e-5
0.000108
6.4e-5
7.4e-5
7.4e-5
4.0e-5
4.8e-5
4.2e-5
2.2e-5
3.6e-5
3.0e-5
3.4e-5
1.4e-5
