4-30.0
0.062596
0.031798
0.034292
0.035862
0.03692
0.03767
0.03794
0.038056
0.03801
0.037262
0.036858
0.035856
0.033936
0.033016
0.032172
0.030254
0.028984
0.027518
0.02577
0.024074
0.023236
0.02129
0.020058
0.019202
0.017768
0.01673
0.015444
0.014228
0.012962
0.012296
0.011172
0.010372
0.009602
0.008974
0.007912
0.00742
0.006964
0.00613
0.005692
0.005222
0.00478
0.004288
0.003798
0.003528
0.003168
0.002842
0.002688
0.002338
0.002118
0.001836
0.00176
0.001602
0.00139
0.001298
0.001126
0.001014
0.000886
0.000874
0.000706
0.000666
0.000596
0.000534
0.00045
0.000474
0.000424
0.000322
0.00033
0.000272
0.000238
0.000244
0.000186
0.000204
0.000184
0.000144
0.00012
0.000118
0.000106
9.0e-5
0.000104
6.2e-5
6.8e-5
