3-40.0
0.060898
0.029476
0.031914
0.032576
0.034272
0.034844
0.035688
0.036156
0.035448
0.035794
0.034692
0.034278
0.033308
0.031984
0.030812
0.029656
0.028742
0.027212
0.02598
0.024812
0.023392
0.021772
0.02129
0.019654
0.01834
0.017234
0.016106
0.015284
0.014368
0.012958
0.012044
0.011198
0.01052
0.009792
0.008886
0.008438
0.007776
0.007156
0.00649
0.006078
0.005454
0.005084
0.004572
0.004354
0.003958
0.003686
0.003166
0.002926
0.00288
0.002448
0.002168
0.002076
0.001872
0.001872
0.001484
0.001362
0.001268
0.001108
0.001066
0.000862
0.000858
0.00076
0.00075
0.000704
0.000572
0.000552
0.000456
0.000454
0.00042
0.000346
0.000346
0.000262
0.000274
0.00024
0.000248
0.000204
0.00014
0.000158
0.00014
0.00012
8.6e-5
