25-4.8
0.070118
0.040262
0.043028
0.044428
0.046078
0.046632
0.046102
0.045426
0.044314
0.042884
0.041378
0.039228
0.038018
0.0347
0.03308
0.031386
0.029398
0.026736
0.025524
0.022826
0.020898
0.018968
0.017638
0.016026
0.014692
0.01275
0.011678
0.01053
0.0094
0.00846
0.007606
0.006832
0.006202
0.005506
0.004936
0.004412
0.003908
0.003314
0.002992
0.002644
0.00235
0.002096
0.001848
0.001692
0.001322
0.001204
0.001076
0.00098
0.000816
0.00081
0.000628
0.000546
0.000478
0.000442
0.000392
0.000334
0.000286
0.000268
0.0002
0.000176
0.000182
0.000102
0.000106
8.8e-5
8.2e-5
7.8e-5
5.0e-5
6.4e-5
5.6e-5
3.8e-5
3.8e-5
1.8e-5
3.4e-5
2.6e-5
1.8e-5
1.6e-5
1.8e-5
2.2e-5
1.0e-5
1.4e-5
8.0e-6
