90-150
0.0702
0.0412
0.043
0.0482
0.0416
0.0476
0.0428
0.0466
0.047
0.049
0.0386
0.0438
0.033
0.0362
0.0354
0.0324
0.0296
0.0226
0.0232
0.0214
0.0166
0.024
0.0192
0.015
0.0162
0.0128
0.0114
0.0106
0.0098
0.0096
0.0078
0.0062
0.0074
0.0034
0.0046
0.003
0.0032
0.0024
0.0034
0.0024
0.0022
0.0024
0.0008
0.0014
0.0016
0.001
0.0014
0.002
0.001
0.0008
0.0002
0.0002
0.0006
0.0004
0.0006
0.0002
0.0
0.0002
0.0
0.0
0.0002
0.0
0.0
0.0
0.0
