0.3842	0.38338	0.10206	0.00012
0.00114	0.0018	0.05922	0.00036
0.0009	0.00178	0.06154	0.00074
0.00114	0.00228	0.064	0.00128
0.00058	0.0017	0.06244	0.00198
0.00116	0.00242	0.05834	0.00254
0.00102	0.00208	0.05984	0.00298
0.001	0.00254	0.05388	0.00418
0.0011	0.00258	0.05154	0.00534
0.00108	0.00364	0.04768	0.00586
0.00074	0.00532	0.04364	0.00808
0.0011	0.00744	0.03988	0.00834
0.00092	0.01106	0.03634	0.00958
0.00082	0.01566	0.03308	0.01226
0.00098	0.02068	0.02958	0.01336
0.001	0.026	0.02656	0.01562
0.00086	0.03342	0.02334	0.01614
0.00092	0.03942	0.01994	0.01746
0.00098	0.04294	0.01834	0.02012
0.00128	0.04716	0.0152	0.0212
0.00106	0.0477	0.0137	0.02254
0.00176	0.0472	0.01226	0.02286
0.00296	0.04568	0.00974	0.02412
0.00288	0.04156	0.00942	0.02546
0.00396	0.03656	0.00704	0.02716
0.00464	0.02884	0.00696	0.02738
0.00768	0.0262	0.00532	0.02878
0.00958	0.02034	0.00494	0.02882
0.01182	0.01494	0.00378	0.02868
0.01494	0.01272	0.00324	0.02826
0.01728	0.00744	0.00256	0.0288
0.02196	0.00604	0.0023	0.02846
0.02516	0.0036	0.00248	0.02774
0.02844	0.00262	0.00168	0.02748
0.0304	0.0021	0.00128	0.02632
0.03188	0.0015	0.00108	0.0262
0.03574	0.00092	0.00122	0.02512
0.03516	0.00034	0.00076	0.02516
0.0346	0.00018	0.00084	0.02546
0.03502	8.0e-5	0.0004	0.02252
0.03272	4.0e-5	0.00048	0.02262
0.02984	4.0e-5	0.0004	0.02124
0.0288	4.0e-5	0.00034	0.01972
0.02568	0.0	0.0002	0.0185
0.02262	0.0	0.0002	0.01838
0.0201	0.0	0.00012	0.01584
0.01588	2.0e-5	0.00012	0.01598
0.01396	0.0	8.0e-5	0.015
0.0125	0.0	6.0e-5	0.01356
0.00976	0.0	0.00012	0.01322
0.00754	0.0	4.0e-5	0.0122
0.00526	0.0	0.00014	0.01136
0.00474	0.0	8.0e-5	0.01056
0.00334	0.0	6.0e-5	0.01008
0.0026	0.0	2.0e-5	0.00854
0.00164	0.0	2.0e-5	0.00748
0.00094	0.0	2.0e-5	0.00714
0.00092	0.0	0.0	0.00658
0.0004	0.0	0.0	0.00626
0.00032	0.0	2.0e-5	0.00608
0.00018	0.0	0.0	0.00528
0.00018	0.0	0.0	0.00452
8.0e-5	0.0	0.0	0.00434
2.0e-5	0.0	2.0e-5	0.00362
0.00012	0.0	0.0	0.00316
0.0	0.0	0.0	0.00324
0.0	0.0	0.0	0.0022
2.0e-5	0.0	2.0e-5	0.00248
0.0	0.0	0.0	0.00176
0.0	0.0	0.0	0.0018
0.0	0.0	0.0	0.00148
0.0	0.0	0.0	0.00134
0.0	0.0	0.0	0.00106
0.0	0.0	0.0	0.00104
0.0	0.0	0.0	0.00098
0.0	0.0	0.0	0.00074
0.0	0.0	0.0	0.0008
0.0	0.0	0.0	0.00072
0.0	0.0	0.0	0.00046
0.0	0.0	0.0	0.00048
0.0	0.0	0.0	0.00054
0.0	0.0	0.0	0.00036
0.0	0.0	0.0	0.00034
0.0	0.0	0.0	0.00034
0.0	0.0	0.0	0.00028
0.0	0.0	0.0	0.00014
0.0	0.0	0.0	0.00014
0.0	0.0	0.0	0.00016
0.0	0.0	0.0	0.00014
0.0	0.0	0.0	0.00012
0.0	0.0	0.0	6.0e-5
0.0	0.0	0.0	0.00016
0.0	0.0	0.0	6.0e-5
0.0	0.0	0.0	2.0e-5
0.0	0.0	0.0	0.00012
0.0	0.0	0.0	6.0e-5
0.0	0.0	0.0	6.0e-5
0.0	0.0	0.0	4.0e-5
0.0	0.0	0.0	2.0e-5
0.0	0.0	0.0	2.0e-5
0.0	0.0	0.0	2.0e-5
0.0	0.0	0.0	4.0e-5
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	2.0e-5
0.0	0.0	0.0	0.0
0.0	0.0	0.0	2.0e-5
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	2.0e-5
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
