0.35702	0.49936	0.37342	0.42018	0.37018	0.5149	0.3742	0.47368	0.42158	0.32642
0.00126	0.00152	0.00086	0.0009	0.00106	0.00146	0.00186	0.00098	0.00182	0.00134
0.00152	0.00202	0.00062	0.00114	0.0013	0.00166	0.00198	0.00114	0.00182	0.00126
0.00104	0.00204	0.00088	0.00108	0.00156	0.0018	0.00212	0.0006	0.00186	0.001
0.0016	0.00204	0.00068	0.00114	0.00136	0.00174	0.00214	0.00096	0.00202	0.00086
0.00108	0.0016	0.00084	0.00106	0.00128	0.00172	0.0022	0.00076	0.00202	0.0012
0.00124	0.00194	0.00084	0.00086	0.00128	0.00144	0.00204	0.00108	0.00192	0.0012
0.00132	0.0012	0.00092	0.00088	0.00138	0.00138	0.00216	0.00092	0.00154	0.0011
0.00138	0.00198	0.00072	0.00088	0.00112	0.00194	0.00176	0.00088	0.00176	0.00094
0.0013	0.0019	0.00076	0.00082	0.00116	0.00148	0.00184	0.00084	0.00192	0.00104
0.00138	0.00198	0.00066	0.00112	0.00138	0.00146	0.00254	0.0012	0.00184	0.00112
0.00128	0.00152	0.00054	0.00082	0.00164	0.00162	0.00238	0.00084	0.00232	0.0012
0.00144	0.00178	0.00072	0.00076	0.002	0.00144	0.00288	0.00132	0.00188	0.001
0.00136	0.00166	0.0007	0.00106	0.00256	0.00186	0.00288	0.00076	0.00166	0.00068
0.00148	0.0017	0.0006	0.00116	0.00246	0.00132	0.00308	0.00074	0.00206	0.00102
0.0012	0.00178	0.0007	0.00088	0.00376	0.00146	0.00382	0.00092	0.00216	0.00094
0.00116	0.00198	0.00064	0.00108	0.00366	0.00136	0.00538	0.001	0.00236	0.00116
0.00138	0.00212	0.00084	0.00088	0.00512	0.00152	0.00502	0.00102	0.00256	0.00096
0.00136	0.00222	0.00058	0.00104	0.00626	0.0017	0.00768	0.00106	0.00306	0.00112
0.00156	0.00232	0.00088	0.00072	0.00792	0.00148	0.00858	0.00084	0.00356	0.0011
0.00158	0.00212	0.00094	0.001	0.00942	0.00158	0.01082	0.00092	0.00384	0.00104
0.0013	0.00256	0.00084	0.0012	0.0131	0.00166	0.0139	0.00094	0.00436	0.001
0.0019	0.00274	0.00074	0.00094	0.01518	0.00146	0.01532	0.00076	0.00616	0.00094
0.00208	0.00304	0.00054	0.00058	0.01802	0.00142	0.01818	0.00082	0.00666	0.00108
0.00232	0.00436	0.00064	0.00114	0.02234	0.00152	0.0215	0.00098	0.00822	0.00114
0.00274	0.0042	0.00064	0.00102	0.02472	0.00174	0.02424	0.00084	0.0105	0.00098
0.00312	0.00542	0.00078	0.0011	0.02738	0.00166	0.02598	0.00084	0.01242	0.00108
0.00412	0.0061	0.00076	0.00098	0.03016	0.00142	0.03024	0.00102	0.01434	0.00106
0.0044	0.00716	0.001	0.00096	0.03268	0.0015	0.03132	0.00074	0.01746	0.00114
0.00534	0.00942	0.001	0.0012	0.03326	0.00162	0.03298	0.00122	0.01922	0.00108
0.00606	0.01046	0.0007	0.00106	0.03442	0.00144	0.0322	0.0011	0.02142	0.00096
0.00782	0.0117	0.00094	0.00098	0.03382	0.0015	0.03262	0.001	0.02306	0.00108
0.01046	0.0135	0.00098	0.00116	0.0343	0.00166	0.0335	0.00094	0.02564	0.00122
0.0111	0.01414	0.00084	0.00096	0.03288	0.0016	0.03196	0.00082	0.02654	0.00104
0.0127	0.01602	0.0008	0.00098	0.03164	0.00168	0.02962	0.00094	0.0276	0.00124
0.01514	0.01802	0.0009	0.00124	0.02926	0.00168	0.02914	0.00098	0.02682	0.00084
0.01808	0.01914	0.0007	0.00132	0.0262	0.00168	0.02488	0.00096	0.03002	0.00118
0.01912	0.02124	0.00134	0.00132	0.02404	0.0017	0.02376	0.0009	0.03044	0.0011
0.02076	0.02232	0.00132	0.00112	0.02114	0.00168	0.01942	0.00128	0.02716	0.0012
0.02366	0.02242	0.00164	0.00128	0.01688	0.0021	0.01682	0.00124	0.02676	0.00144
0.02458	0.02228	0.00172	0.00136	0.01472	0.00212	0.0137	0.00084	0.02504	0.00134
0.0277	0.02286	0.00206	0.00166	0.01248	0.0023	0.01236	0.00138	0.0226	0.00136
0.02792	0.02152	0.00228	0.00134	0.00972	0.00284	0.00924	0.00118	0.0204	0.0013
0.02812	0.02194	0.0031	0.00194	0.00814	0.00294	0.0074	0.00148	0.01712	0.0012
0.02948	0.02022	0.00334	0.00222	0.00718	0.00286	0.006	0.00128	0.01556	0.00142
0.02858	0.01932	0.00416	0.00248	0.00468	0.00362	0.00442	0.00136	0.01398	0.00192
0.02912	0.0178	0.00468	0.00316	0.00376	0.00374	0.00354	0.00136	0.01116	0.00194
0.02694	0.01542	0.00548	0.0037	0.0029	0.00484	0.00238	0.00128	0.00938	0.00204
0.02672	0.01482	0.00674	0.0041	0.00198	0.00554	0.0019	0.00176	0.00754	0.00242
0.02512	0.0124	0.0079	0.00488	0.0017	0.00634	0.0013	0.00196	0.0066	0.00282
0.02446	0.01186	0.00838	0.00518	0.00086	0.00696	0.00076	0.00216	0.0051	0.0031
0.022	0.00988	0.01066	0.00578	0.00084	0.00784	0.00068	0.00282	0.00334	0.00322
0.01896	0.0079	0.01102	0.00708	0.00062	0.00794	0.00044	0.00302	0.00378	0.00434
0.0172	0.00682	0.0139	0.00822	0.00058	0.00986	0.00038	0.00328	0.002	0.00566
0.01514	0.00558	0.01456	0.00958	0.00024	0.01118	0.00032	0.00396	0.00204	0.00606
0.01246	0.00438	0.0159	0.01012	0.00016	0.0112	8.0e-5	0.00446	0.00126	0.00616
0.01116	0.00388	0.01738	0.01204	0.00012	0.0125	0.0001	0.00578	0.00072	0.00762
0.00984	0.00268	0.01838	0.0126	4.0e-5	0.01338	2.0e-5	0.0061	0.00066	0.00844
0.00808	0.00228	0.01906	0.0141	0.0	0.01432	2.0e-5	0.00642	0.00048	0.00958
0.00704	0.00132	0.01964	0.01534	0.0	0.01496	2.0e-5	0.00762	0.00034	0.0108
0.00572	0.00116	0.02196	0.01724	0.0	0.0156	0.0	0.00858	0.00024	0.01206
0.00338	0.00086	0.02296	0.01694	0.0	0.01658	0.0	0.0099	8.0e-5	0.01294
0.00342	0.00082	0.02396	0.01852	0.0	0.01636	0.0	0.01092	6.0e-5	0.01524
0.00264	0.00042	0.02224	0.01862	0.0	0.01608	0.0	0.0112	6.0e-5	0.01588
0.00198	0.00018	0.02376	0.02114	0.0	0.01658	0.0	0.01266	2.0e-5	0.01804
