params1,params2
-0.37361938061057837,0.010577959393234696
-0.13611878749582093,0.4616557098804537
0.06819912904006559,0.02401784187899781
-0.2714005621358718,0.10570534481549847
0.020056784307851763,0.09882121589041752
0.07826137962024622,-0.3187802888813637
-0.2197953689923298,-0.218372779751908
-0.17498901668897435,-0.06077585461359315
-0.050205247919149036,0.5951959669504245
-0.08313330965873407,0.04024494573556049
-0.9196760356142645,-0.30102106852214877
0.7489489064678946,0.22091622296636113
-0.5190427457945475,-0.10638385343629432
-0.8109580933557041,-0.22563744687628123
-0.5469536010849217,-0.16792395545739547
-0.3362245305274037,-0.04289346403999875
-0.6411450967352061,-0.1948156351267167
-0.005870794655071932,0.13223928495829912
-0.6143892859615921,0.4094944834581633
-0.5458484817070325,0.08553489979660003
-0.8140562150144967,-0.09545348675786237
0.2713789101844562,0.007175517808642337
-0.4069971977288429,0.02047869883778179
-0.4949297501136962,0.27064222847630365
-0.12271794168511567,-0.0985671651754567
-0.7094137385659802,0.23374601180989965
-0.5414517769062274,0.09046585412671486
-0.19891135046785322,0.12630631764949055
-0.6346132828580976,0.1762545592253281
-0.4315067225739599,-0.1468294334802273
-0.32920036106672773,0.05443623991576065
0.5991431425246166,-0.6246244965531936
0.16752219647828762,-0.0615900303371428
-0.32922057502481744,0.3473121424577884
-0.14904867910806452,-0.2732049192116902
-0.415705440141591,0.3332882405962771
-0.2925442674512251,-0.29832525650086406
0.1052223070921449,-0.27146058263195766
0.002769649070834159,-0.26085839636698666
-0.3037146583753698,-0.2085768803184487
-0.23761443624270676,0.015749040025443105
0.38037178909848357,0.3233372430721887
0.06927219578143175,0.07779381006230109
-0.5067796965308611,-0.3372356085612464
-0.004689377260467297,-0.08192098456723099
0.011959958903139504,0.1977058672944036
-0.3067552543472891,-0.02187501873130096
-0.002699227181312835,-0.030897339082181688
-0.05613458291370853,0.48598432513632606
-0.48287224771953186,-0.07923340407503647
-0.21614369679076056,0.6433678737545374
0.3266852022090304,-0.07403523821711469
0.28618470246032923,0.5823463988345544
-0.360435530294349,0.9412670734726197
0.07290153965429506,-0.7903731838723445
-0.06149477047301216,0.7869955819144343
0.12854055250636906,-0.520533976790646
-0.0886266134615096,1.107931587737727
0.1114675102390393,-0.9145078121436189
