0-240
0.09993
0.07667
0.08251
0.08243
0.08157
0.07816
0.07199
0.06567
0.058
0.0511
0.04377
0.03824
0.03134
0.02668
0.02122
0.01835
0.01525
0.01215
0.00928
0.00735
0.0062
0.00454
0.00421
0.00311
0.0025
0.00183
0.00135
0.00112
0.00085
0.00074
0.00044
0.0004
0.00018
0.00015
0.00018
0.0001
0.00011
7.0e-5
4.0e-5
6.0e-5
2.0e-5
3.0e-5
6.0e-5
2.0e-5
1.0e-5
0.0
0.0
0.0
0.0
0.0
1.0e-5
0.0
0.0
1.0e-5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
