0-2.449489742783178
0.07992
0.04148
0.04232
0.04566
0.04501
0.04358
0.04261
0.04197
0.04034
0.0381
0.03749
0.03499
0.03305
0.03076
0.02883
0.02643
0.02499
0.0234
0.02221
0.0204
0.01862
0.01793
0.01571
0.01444
0.01332
0.01271
0.01135
0.01035
0.00983
0.00906
0.00758
0.00769
0.00692
0.00593
0.00591
0.00527
0.00491
0.00531
0.00459
0.00434
0.00369
0.00344
0.00354
0.00317
0.00342
0.00289
0.00242
0.00247
0.00239
0.00206
0.00186
0.00186
0.0018
0.00177
0.00151
0.00151
0.00165
0.00131
0.00127
0.00123
0.00114
0.00113
0.00099
0.0009
0.00117
