0-2.8284271247461903
0.12265
0.04644
0.0454
0.04303
0.04425
0.04134
0.03892
0.03658
0.03548
0.03206
0.0308
0.02821
0.02625
0.02458
0.02222
0.02154
0.01937
0.01859
0.01739
0.01593
0.01477
0.01406
0.01311
0.01217
0.01167
0.01068
0.00964
0.00941
0.00912
0.00867
0.00872
0.00794
0.00745
0.00683
0.00669
0.00664
0.00582
0.00574
0.00562
0.0054
0.0055
0.00475
0.00504
0.00477
0.00418
0.00415
0.00383
0.00359
0.00373
0.00324
0.00328
0.00357
0.00325
0.00325
0.0029
0.00302
0.00253
0.0025
0.00267
0.00231
0.00234
0.00195
0.00173
0.0017
0.00167
