3-0.0
0.07202
0.04262
0.04646
0.04681
0.04936
0.04978
0.04805
0.04786
0.04485
0.04509
0.04259
0.04047
0.0379
0.03606
0.03269
0.03051
0.02778
0.02655
0.02397
0.02264
0.01979
0.01784
0.01624
0.01532
0.01339
0.01237
0.01072
0.00956
0.00843
0.00772
0.00707
0.00556
0.005
0.00483
0.0043
0.00356
0.00288
0.00299
0.00244
0.00205
0.00172
0.00161
0.00151
0.0012
0.00124
0.00096
0.00079
0.00065
0.00054
0.00052
0.00054
0.00042
0.0003
0.00018
0.00033
0.00021
0.00011
0.00017
0.00013
0.0001
0.0001
6.0e-5
9.0e-5
4.0e-5
7.0e-5
