x1
0.17986
0.009
0.00993
0.01035
0.0097
0.00954
0.01002
0.01023
0.00998
0.01007
0.01002
0.00989
0.00937
0.01033
0.01008
0.01024
0.01087
0.01039
0.01035
0.01093
0.01048
0.0112
0.01112
0.01212
0.01401
0.01595
0.0173
0.0206
0.02249
0.02578
0.0285
0.03119
0.03303
0.03486
0.03593
0.03577
0.03629
0.03399
0.03203
0.02879
0.02656
0.02247
0.01962
0.01623
0.01266
0.01028
0.00807
0.0061
0.00451
0.0035
0.00238
0.00196
0.00104
0.00061
0.00051
0.00032
0.00027
0.00019
5.0e-5
5.0e-5
1.0e-5
1.0e-5
2.0e-5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
