90-270
0.01726
0.0141
0.01728
0.02018
0.02255
0.02495
0.02712
0.02751
0.03034
0.03183
0.03202
0.03324
0.03247
0.0329
0.03325
0.03343
0.0322
0.03138
0.03065
0.02981
0.0292
0.02668
0.02611
0.02559
0.02396
0.02369
0.02185
0.02051
0.01915
0.01815
0.0173
0.01604
0.0146
0.01415
0.01278
0.01156
0.01097
0.01012
0.00931
0.00858
0.00794
0.00706
0.00654
0.00624
0.00541
0.00531
0.00438
0.00444
0.00391
0.00331
0.00315
0.00302
0.00251
0.00221
0.00225
0.00184
0.00159
0.00158
0.00138
0.00136
0.00129
0.00111
0.0008
0.00079
0.00064
