0-360
0.01337
0.00867
0.01104
0.01289
0.01434
0.01597
0.01736
0.02009
0.0208
0.02258
0.02364
0.02464
0.02548
0.02605
0.02613
0.02671
0.026
0.02646
0.02779
0.02745
0.02697
0.02603
0.02644
0.0269
0.02494
0.02437
0.02433
0.02372
0.02254
0.02157
0.02046
0.01956
0.01963
0.018
0.01774
0.01643
0.01582
0.01456
0.01382
0.0135
0.01273
0.0118
0.01039
0.00982
0.00928
0.00919
0.00778
0.00751
0.00721
0.00724
0.00605
0.00586
0.00501
0.00475
0.00456
0.00439
0.00374
0.00343
0.00311
0.00301
0.0027
0.00251
0.00221
0.00187
0.00193
