x1
0.0738
0.0382
0.046
0.0562
0.0498
0.0498
0.0432
0.0512
0.0432
0.0416
0.0438
0.0394
0.0372
0.0326
0.0334
0.034
0.0316
0.0244
0.0236
0.0236
0.0188
0.0154
0.0174
0.0144
0.0132
0.0104
0.0124
0.0112
0.008
0.0098
0.0048
0.0066
0.0056
0.005
0.0042
0.0046
0.0028
0.0032
0.0014
0.0034
0.0014
0.0008
0.0012
0.0008
0.0014
0.001
0.0004
0.0006
0.0004
0.0002
0.0006
0.0002
0.0002
0.0002
0.0006
0.0
0.0002
0.0
0.0002
0.0
0.0
0.0
0.0
0.0
