x1
0.075
0.0444
0.0418
0.0456
0.0502
0.0476
0.0438
0.0478
0.047
0.0486
0.039
0.0356
0.0402
0.0374
0.0368
0.0298
0.03
0.0294
0.0234
0.024
0.0174
0.0168
0.0166
0.0138
0.0138
0.0126
0.0126
0.0114
0.0086
0.007
0.0056
0.0044
0.0058
0.0038
0.0036
0.0042
0.0018
0.0044
0.003
0.0024
0.0012
0.002
0.0008
0.0012
0.0014
0.0004
0.0006
0.001
0.0004
0.0002
0.0014
0.0006
0.0
0.0004
0.0
0.0002
0.0
0.0
0.0002
0.0004
0.0002
0.0
0.0002
0.0
