0.37534	0.37504	0.06756	2.0e-5
0.00088	0.00186	0.04186	2.0e-5
0.00096	0.00174	0.04616	0.0001
0.00098	0.0023	0.04838	0.00014
0.00104	0.00176	0.04934	0.0005
0.00078	0.0021	0.05012	0.0006
0.0009	0.0023	0.05194	0.00068
0.00082	0.00238	0.05112	0.00098
0.00108	0.00212	0.04948	0.00122
0.00066	0.00244	0.04594	0.00148
0.00078	0.00286	0.04604	0.00212
0.00098	0.00282	0.04346	0.00224
0.001	0.0034	0.0405	0.00282
0.00098	0.00434	0.0378	0.0043
0.00114	0.00542	0.03574	0.0039
0.00092	0.00646	0.03238	0.0049
0.00106	0.00862	0.03122	0.00552
0.00074	0.01086	0.02608	0.00588
0.00082	0.01344	0.02336	0.00802
0.00078	0.01658	0.02128	0.0086
0.00086	0.02034	0.02018	0.00956
0.00086	0.024	0.01756	0.01084
0.00092	0.0263	0.01488	0.01184
0.00088	0.02992	0.0146	0.0123
0.00112	0.03398	0.01186	0.01358
0.00098	0.03764	0.01142	0.01356
0.00104	0.03834	0.00948	0.01624
0.00114	0.03638	0.0083	0.0167
0.00136	0.03736	0.00788	0.01782
0.00124	0.03556	0.00662	0.0179
0.00162	0.03306	0.00502	0.01934
0.00264	0.0314	0.00504	0.02018
0.00252	0.02598	0.00408	0.02024
0.00372	0.02472	0.00356	0.02202
0.00408	0.02068	0.00286	0.02282
0.00484	0.01652	0.0026	0.02214
0.00686	0.01344	0.0023	0.02294
0.00752	0.01148	0.00166	0.02254
0.00874	0.00872	0.0012	0.0232
0.01078	0.0073	0.0016	0.02432
0.01264	0.00528	0.00122	0.02514
0.01434	0.00394	0.00104	0.024
0.01526	0.00296	0.00086	0.02372
0.01868	0.0019	0.00072	0.02458
0.0209	0.00136	0.00066	0.02366
0.0211	0.00106	0.00044	0.02198
0.02464	0.00054	0.00042	0.0222
0.02478	0.00048	0.0005	0.0218
0.02614	0.00018	0.0003	0.02156
0.0266	8.0e-5	0.00026	0.02094
0.0281	0.00012	0.00018	0.02154
0.02852	8.0e-5	0.00016	0.01992
0.02734	0.0	0.00016	0.01852
0.02642	2.0e-5	0.00012	0.01956
0.02506	2.0e-5	0.0001	0.01838
0.02522	2.0e-5	2.0e-5	0.01682
0.02382	0.0	0.0001	0.01662
0.0228	0.0	0.0	0.01506
0.0194	0.0	0.0001	0.01348
0.0169	0.0	2.0e-5	0.01386
0.01596	0.0	2.0e-5	0.0135
0.01426	0.0	2.0e-5	0.0135
0.01222	0.0	0.0	0.01218
0.0101	0.0	2.0e-5	0.01142
0.00866	0.0	2.0e-5	0.01068
0.00708	0.0	0.0	0.01046
0.0059	0.0	0.0	0.00912
0.00468	0.0	0.0	0.00814
0.00384	0.0	0.0	0.00748
0.00294	0.0	2.0e-5	0.00766
0.00224	0.0	0.0	0.00708
0.0022	0.0	0.0	0.0067
0.00138	0.0	2.0e-5	0.00564
0.00096	0.0	0.0	0.00578
0.00064	0.0	0.0	0.0048
0.00066	0.0	0.0	0.00466
0.00036	0.0	0.0	0.00418
0.00024	0.0	2.0e-5	0.00382
0.00014	0.0	0.0	0.00362
0.00024	0.0	0.0	0.00346
0.0001	0.0	0.0	0.00294
4.0e-5	0.0	0.0	0.00296
4.0e-5	0.0	2.0e-5	0.00224
2.0e-5	0.0	0.0	0.00232
2.0e-5	0.0	0.0	0.0021
2.0e-5	0.0	0.0	0.00172
4.0e-5	0.0	0.0	0.00186
0.0	0.0	0.0	0.00122
0.0	0.0	0.0	0.0014
0.0	0.0	0.0	0.00098
0.0	0.0	0.0	0.00098
0.0	0.0	0.0	0.0008
0.0	0.0	0.0	0.00086
0.0	0.0	0.0	0.00086
0.0	0.0	0.0	0.00064
0.0	0.0	0.0	0.00056
0.0	0.0	0.0	0.00042
0.0	0.0	0.0	0.00046
0.0	0.0	0.0	0.00046
0.0	0.0	0.0	0.00046
0.0	0.0	0.0	0.00034
0.0	0.0	0.0	0.00014
0.0	0.0	0.0	0.0004
0.0	0.0	0.0	0.00022
0.0	0.0	0.0	0.00016
0.0	0.0	0.0	0.00014
0.0	0.0	0.0	0.00018
0.0	0.0	0.0	0.00012
0.0	0.0	0.0	0.0001
0.0	0.0	0.0	0.00012
0.0	0.0	0.0	8.0e-5
0.0	0.0	0.0	6.0e-5
0.0	0.0	0.0	6.0e-5
0.0	0.0	0.0	6.0e-5
0.0	0.0	0.0	4.0e-5
0.0	0.0	0.0	0.0
0.0	0.0	0.0	2.0e-5
0.0	0.0	0.0	2.0e-5
0.0	0.0	0.0	8.0e-5
0.0	0.0	0.0	4.0e-5
