1.0-sqrt(6.0)
0.597022
0.109472
0.079362
0.056778
0.041676
0.02968
0.022226
0.016262
0.012008
0.008976
0.006628
0.004924
0.003624
0.002894
0.00208
0.001642
0.001182
0.00087
0.000672
0.000548
0.0004
0.000276
0.000194
0.00014
0.000144
7.2e-5
6.8e-5
3.8e-5
4.8e-5
2.6e-5
1.6e-5
2.0e-5
2.0e-6
1.0e-5
6.0e-6
6.0e-6
2.0e-6
2.0e-6
2.0e-6
2.0e-6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
