2.0-sqrt(4.0)
0.1458
0.0666
0.0604
0.056
0.0578
0.0488
0.0422
0.0418
0.0402
0.0408
0.0308
0.0362
0.0268
0.0198
0.023
0.0174
0.0244
0.0176
0.0158
0.011
0.0122
0.0136
0.0116
0.0116
0.0104
0.0092
0.0074
0.0094
0.0082
0.0068
0.0056
0.006
0.0044
0.0048
0.0062
0.004
0.0024
0.005
0.003
0.003
0.0052
0.0028
0.0032
0.0016
0.002
0.002
0.0014
0.0014
0.0006
0.0012
0.0018
0.001
0.0014
0.0008
0.0008
0.0006
0.0
0.0008
0.0006
0.0002
0.0002
0.0
0.0006
0.0
0.0002
