2.0-sqrt(4.0)
0.1458
0.0606
0.0556
0.0582
0.055
0.048
0.045
0.0452
0.0422
0.0334
0.0338
0.0292
0.0274
0.026
0.024
0.023
0.0204
0.0162
0.0176
0.0148
0.0132
0.013
0.0126
0.0146
0.0118
0.01
0.0102
0.0076
0.0062
0.0052
0.007
0.0066
0.0056
0.0048
0.0046
0.002
0.0036
0.0062
0.0034
0.0026
0.002
0.0036
0.002
0.0012
0.0022
0.001
0.0028
0.0018
0.0014
0.0006
0.002
0.0012
0.0006
0.0008
0.0004
0.0006
0.0
0.0002
0.0002
0.0004
0.0006
0.0004
0.0
0.0002
0.0
