1.0-sqrt(6.0)
0.104
0.0506
0.0468
0.043
0.049
0.0456
0.0408
0.0372
0.0322
0.0334
0.032
0.0318
0.0282
0.0252
0.0246
0.0208
0.0194
0.0172
0.018
0.0168
0.0152
0.0144
0.011
0.0152
0.0138
0.0098
0.0114
0.0098
0.0094
0.0086
0.0098
0.0086
0.0086
0.0076
0.008
0.0072
0.008
0.0054
0.0054
0.0056
0.0046
0.0034
0.0036
0.0056
0.0052
0.0036
0.0038
0.004
0.0044
0.0044
0.0032
0.002
0.0044
0.002
0.0016
0.0026
0.0024
0.0026
0.0008
0.002
0.0008
0.0024
0.0026
0.0012
0.0026
