1.0	0.00162	6.0e-5	4.0e-5	8.0e-5	6.0e-5	0.0	8.0e-5	4.0e-5	8.0e-5	2.0e-5	8.0e-5	4.0e-5	2.0e-5	8.0e-5	2.0e-5	6.0e-5	4.0e-5	4.0e-5	6.0e-5	6.0e-5	6.0e-5	4.0e-5	8.0e-5	6.0e-5	0.0	2.0e-5	6.0e-5	2.0e-5	6.0e-5	6.0e-5	2.0e-5	6.0e-5	4.0e-5	4.0e-5	2.0e-5	4.0e-5	4.0e-5	4.0e-5	6.0e-5	6.0e-5	8.0e-5	4.0e-5	0.0	2.0e-5	8.0e-5	0.0	2.0e-5	8.0e-5	6.0e-5	2.0e-5
0.0	0.01096	0.0014	0.0005	0.00074	0.00046	0.00048	0.00042	0.00044	0.0004	0.00046	0.0006	0.00052	0.00038	0.00038	0.0005	0.00038	0.00046	0.00048	0.00062	0.00046	0.00034	0.00032	0.00058	0.00038	0.00068	0.0004	0.00042	0.00054	0.00058	0.00026	0.00048	0.00054	0.00042	0.00044	0.00044	0.00046	0.00032	0.0004	0.00032	0.00058	0.0004	0.00054	0.00044	0.00048	0.00048	0.00042	0.0005	0.00046	0.0003	0.00054
0.0	0.03574	0.00612	0.00364	0.00236	0.0023	0.00208	0.00234	0.00234	0.0024	0.00236	0.00226	0.00188	0.00222	0.00234	0.0026	0.00212	0.00242	0.0025	0.00242	0.00242	0.0024	0.00258	0.00274	0.00274	0.0023	0.00216	0.00202	0.00246	0.00276	0.00268	0.00262	0.00268	0.00228	0.0028	0.0022	0.00228	0.00208	0.00254	0.00254	0.0024	0.00238	0.00266	0.00254	0.00236	0.0026	0.00248	0.00254	0.0022	0.0026	0.00254
0.0	0.07604	0.01906	0.01116	0.00828	0.00808	0.00788	0.00776	0.00802	0.00748	0.00802	0.00798	0.00802	0.00808	0.00686	0.007	0.0083	0.00768	0.00762	0.00804	0.00864	0.00824	0.00766	0.0078	0.00776	0.00708	0.00816	0.00834	0.0079	0.00822	0.00818	0.00686	0.0079	0.00794	0.00774	0.00858	0.00756	0.0075	0.00792	0.00734	0.0081	0.00738	0.00794	0.00712	0.00778	0.00804	0.00776	0.00778	0.008	0.00742	0.00818
0.0	0.1177	0.04064	0.02532	0.0216	0.01838	0.0204	0.01898	0.0188	0.01946	0.02032	0.02064	0.01916	0.02008	0.01932	0.0203	0.01992	0.01972	0.0203	0.0197	0.02084	0.01996	0.01978	0.01944	0.0195	0.0192	0.01996	0.01894	0.0199	0.01956	0.01908	0.0208	0.01984	0.01894	0.0208	0.01946	0.01942	0.01946	0.01962	0.0199	0.01916	0.02002	0.01938	0.01926	0.0198	0.01908	0.01974	0.01932	0.01918	0.01958	0.02004
0.0	0.15232	0.07262	0.04828	0.04176	0.03848	0.03926	0.03858	0.03986	0.03922	0.03992	0.04026	0.03748	0.0386	0.03928	0.03898	0.0386	0.03978	0.03888	0.03874	0.03948	0.0388	0.03884	0.03912	0.03832	0.0402	0.03898	0.03906	0.03826	0.04068	0.04084	0.0392	0.04	0.03864	0.03988	0.03962	0.0404	0.0393	0.03798	0.03824	0.03934	0.04044	0.03998	0.03924	0.03746	0.04002	0.03912	0.0392	0.039	0.0371	0.04112
0.0	0.15624	0.09962	0.07848	0.06876	0.06556	0.06372	0.06328	0.06324	0.06378	0.06488	0.06402	0.06466	0.06592	0.06438	0.06484	0.06562	0.06386	0.06394	0.06628	0.06332	0.06702	0.06568	0.06596	0.06596	0.0643	0.06446	0.06362	0.0648	0.0637	0.0643	0.0664	0.0632	0.0629	0.06476	0.06598	0.06554	0.06602	0.06334	0.0654	0.06586	0.06398	0.06434	0.06258	0.06452	0.06294	0.06346	0.06432	0.06474	0.06414	0.06496
0.0	0.14692	0.12444	0.10364	0.09324	0.09356	0.0926	0.09232	0.09008	0.0906	0.09352	0.09194	0.09508	0.09278	0.09344	0.09338	0.09226	0.08984	0.09352	0.09228	0.09246	0.09416	0.092	0.09162	0.09386	0.09326	0.08928	0.0922	0.09166	0.0911	0.09332	0.0925	0.08938	0.09222	0.09326	0.09348	0.08936	0.09124	0.08984	0.09282	0.09286	0.09166	0.09068	0.09096	0.09206	0.09226	0.09238	0.09084	0.09374	0.09064	0.08976
0.0	0.11438	0.1374	0.12276	0.11512	0.11482	0.11364	0.11478	0.11372	0.11428	0.1144	0.11226	0.11512	0.1147	0.1129	0.11384	0.1159	0.11628	0.1155	0.11198	0.11664	0.11358	0.1131	0.1127	0.11522	0.11436	0.11398	0.11404	0.11354	0.11394	0.1151	0.11432	0.11738	0.11554	0.11198	0.1154	0.1156	0.1149	0.11464	0.11254	0.11598	0.11498	0.11614	0.11582	0.11212	0.11404	0.11256	0.11678	0.11658	0.11648	0.114
0.0	0.07984	0.13034	0.12706	0.12708	0.12618	0.12848	0.12762	0.12708	0.1265	0.12408	0.12582	0.12384	0.1234	0.12454	0.1266	0.1263	0.1268	0.1253	0.12584	0.12444	0.12432	0.12962	0.12474	0.12438	0.12612	0.12862	0.1292	0.1257	0.12622	0.12624	0.12326	0.12446	0.1278	0.12926	0.12282	0.1278	0.12664	0.12808	0.12592	0.12474	0.12578	0.12278	0.12824	0.1241	0.1236	0.12464	0.12626	0.12368	0.12792	0.1243
