0.0	0.05174	0.11286	0.12292	0.12544	0.12628	0.12548	0.12542	0.12482	0.12628	0.12412	0.12318	0.12384	0.12332	0.12462	0.12514	0.12454	0.12594	0.12206	0.12416	0.12714	0.12586	0.1241	0.12752	0.125	0.12366	0.12604	0.12228	0.12784	0.12656	0.12476	0.12352	0.1259	0.1253	0.12436	0.12628	0.12398	0.12514	0.1262	0.12672	0.1258	0.12486	0.12646	0.12634	0.12726	0.12362	0.12762	0.1234	0.12454	0.12366	0.12458
0.0	0.02916	0.09068	0.10794	0.11188	0.11086	0.11118	0.11096	0.11642	0.11252	0.11178	0.1124	0.11144	0.11394	0.11208	0.11266	0.112	0.11586	0.11324	0.11314	0.11174	0.11158	0.11416	0.11388	0.11208	0.11262	0.11186	0.11382	0.11188	0.11346	0.1106	0.11214	0.11318	0.11518	0.11232	0.1124	0.1155	0.11392	0.11216	0.1139	0.1137	0.11122	0.1125	0.11456	0.11268	0.1141	0.11318	0.11242	0.1119	0.11324	0.11296
0.0	0.01438	0.06426	0.08456	0.09306	0.09338	0.0943	0.09498	0.09344	0.09494	0.0938	0.0928	0.0945	0.09556	0.09294	0.09532	0.09262	0.09148	0.09308	0.09552	0.09192	0.09096	0.0924	0.09296	0.09094	0.0957	0.09454	0.09154	0.09296	0.09176	0.09328	0.09272	0.09228	0.0933	0.0937	0.09028	0.09184	0.0927	0.09524	0.09386	0.09252	0.09068	0.09356	0.09254	0.09454	0.094	0.09602	0.093	0.0919	0.09306	0.09448
0.0	0.007	0.0437	0.06094	0.06994	0.07184	0.0715	0.07046	0.07114	0.072	0.07082	0.07404	0.0722	0.07158	0.07324	0.07054	0.07032	0.06972	0.07102	0.07118	0.06942	0.07182	0.07024	0.07152	0.07338	0.07002	0.07176	0.0729	0.07116	0.07202	0.06986	0.07072	0.0714	0.07058	0.07128	0.07178	0.0721	0.07072	0.07128	0.07018	0.06946	0.07182	0.07322	0.06968	0.0726	0.07184	0.07168	0.07118	0.07068	0.0725	0.07034
0.0	0.00358	0.02524	0.0419	0.04806	0.05114	0.05202	0.05084	0.05098	0.0496	0.04906	0.05048	0.0524	0.0486	0.05196	0.04916	0.0499	0.05068	0.05244	0.051	0.05114	0.05	0.05022	0.05002	0.05076	0.05004	0.051	0.05086	0.0509	0.04914	0.05204	0.05232	0.05052	0.05096	0.0499	0.05136	0.05094	0.05002	0.05062	0.04936	0.05002	0.05194	0.0509	0.05104	0.05004	0.05266	0.05018	0.05086	0.05046	0.05158	0.05002
0.0	0.00154	0.01572	0.02788	0.02996	0.03202	0.03224	0.03512	0.03378	0.03348	0.03458	0.03404	0.0334	0.03392	0.03538	0.03378	0.0335	0.03418	0.03236	0.03356	0.03432	0.03408	0.03316	0.0325	0.03326	0.0335	0.03294	0.03326	0.03444	0.03218	0.03374	0.03404	0.03352	0.03246	0.03154	0.03366	0.03214	0.03372	0.03302	0.03294	0.0332	0.03568	0.03196	0.0322	0.03446	0.03314	0.03316	0.0339	0.03476	0.03276	0.03398
0.0	0.0004	0.0083	0.01538	0.0187	0.02126	0.01958	0.02042	0.02022	0.02126	0.02138	0.02096	0.02068	0.0216	0.02044	0.02006	0.02142	0.0199	0.02182	0.0198	0.02052	0.0211	0.02116	0.02024	0.02156	0.0208	0.02054	0.02204	0.02002	0.02172	0.02062	0.02222	0.02066	0.02008	0.02044	0.02106	0.02016	0.02004	0.02168	0.02044	0.0208	0.02128	0.02018	0.02148	0.0216	0.02178	0.02066	0.02202	0.02216	0.02152	0.02118
0.0	0.0003	0.0041	0.00898	0.01212	0.01112	0.01206	0.01232	0.01246	0.01182	0.0126	0.01214	0.01198	0.01134	0.01198	0.0117	0.0121	0.01234	0.01202	0.01222	0.01244	0.01254	0.01246	0.01258	0.01164	0.01196	0.0117	0.01262	0.01224	0.01276	0.01188	0.01294	0.01378	0.01166	0.01228	0.01282	0.01118	0.01242	0.01196	0.01332	0.01222	0.01194	0.0121	0.01278	0.01232	0.0122	0.01096	0.01224	0.01258	0.01252	0.01282
0.0	0.00012	0.00182	0.00458	0.00578	0.0072	0.00682	0.00692	0.0064	0.00616	0.0069	0.0069	0.0069	0.00696	0.00672	0.00642	0.00714	0.00676	0.0074	0.00684	0.00606	0.00664	0.006	0.00712	0.00634	0.00734	0.00664	0.00648	0.0067	0.00696	0.00664	0.0064	0.00672	0.00696	0.00616	0.00602	0.00694	0.00648	0.00662	0.00704	0.00666	0.00666	0.00742	0.00666	0.00696	0.00662	0.00714	0.00696	0.00698	0.00658	0.0071
0.0	2.0e-5	0.00094	0.00182	0.00318	0.00356	0.00328	0.00344	0.00348	0.00384	0.0037	0.00372	0.00376	0.0036	0.00376	0.00364	0.00394	0.00348	0.0034	0.00346	0.00366	0.00336	0.00352	0.00336	0.0036	0.00362	0.00368	0.0034	0.00364	0.00312	0.00352	0.00346	0.00322	0.00356	0.0035	0.0036	0.0033	0.0039	0.00338	0.00404	0.00342	0.0035	0.00362	0.00328	0.0038	0.00318	0.00342	0.00362	0.0033	0.00278	0.00372
0.0	0.0	0.00042	0.00146	0.00166	0.00186	0.00166	0.00146	0.00188	0.00216	0.00174	0.00216	0.00168	0.00202	0.00162	0.00188	0.00144	0.00164	0.00174	0.00168	0.0016	0.00176	0.00158	0.00218	0.00188	0.00172	0.0019	0.00156	0.00188	0.00192	0.00166	0.00158	0.00192	0.00188	0.00208	0.00148	0.00172	0.00162	0.0021	0.002	0.0017	0.00178	0.002	0.00176	0.0017	0.00222	0.00178	0.00144	0.00144	0.00212	0.00188
0.0	0.0	0.00016	0.00054	0.00072	0.00092	0.00072	0.0008	0.00072	0.00102	0.00068	0.00084	0.00078	0.00076	0.00082	0.00106	0.00094	0.00064	0.00076	0.00088	0.0006	0.0008	0.00076	0.0008	0.00082	0.00076	0.00098	0.00084	0.00072	0.00094	0.0008	0.00098	0.00084	0.00072	0.00062	0.00062	0.00108	0.00086	0.0008	0.0006	0.0008	0.00082	0.00098	0.0008	0.00078	0.00082	0.00074	0.00082	0.00088	0.00088	0.00088
0.0	0.0	0.0001	0.0001	0.00032	0.00042	0.0004	0.00028	0.00044	0.00046	0.0005	0.00024	0.00032	0.00042	0.0006	0.0003	0.0004	0.00026	0.00032	0.00038	0.00048	0.00042	0.00032	0.00024	0.00034	0.0005	0.00026	0.00034	0.00046	0.00034	0.00036	0.00034	0.00038	0.0003	0.00062	0.00038	0.00038	0.0007	0.00042	0.00028	0.0003	0.00052	0.00038	0.0005	0.00034	0.00036	0.00046	0.00032	0.00046	0.00034	0.0003
0.0	0.0	0.0	8.0e-5	8.0e-5	0.00018	0.00012	0.00024	0.00014	0.00012	0.00022	0.00014	0.00022	2.0e-5	0.00018	0.00018	0.00012	0.00014	0.0001	0.00014	0.00014	0.00014	0.0002	0.00016	0.00014	0.00014	0.00012	8.0e-5	0.00026	0.00016	0.0001	0.0001	0.00022	0.00028	0.00014	0.0002	0.00012	0.0002	6.0e-5	0.00016	0.00024	0.0001	0.00018	0.0001	0.00014	0.0002	0.0003	0.00012	0.00018	0.00014	0.00022
0.0	0.0	0.0	0.0	6.0e-5	6.0e-5	6.0e-5	8.0e-5	4.0e-5	6.0e-5	0.00012	4.0e-5	6.0e-5	0.00012	8.0e-5	0.0001	6.0e-5	6.0e-5	0.00014	2.0e-5	4.0e-5	4.0e-5	6.0e-5	8.0e-5	8.0e-5	8.0e-5	2.0e-5	4.0e-5	0.0001	0.0001	4.0e-5	2.0e-5	2.0e-5	6.0e-5	2.0e-5	2.0e-5	8.0e-5	6.0e-5	2.0e-5	8.0e-5	6.0e-5	2.0e-5	6.0e-5	6.0e-5	4.0e-5	4.0e-5	8.0e-5	0.00012	0.0001	4.0e-5	6.0e-5
0.0	0.0	0.0	2.0e-5	0.0	2.0e-5	2.0e-5	4.0e-5	2.0e-5	2.0e-5	0.0	4.0e-5	0.0	2.0e-5	6.0e-5	0.0	8.0e-5	2.0e-5	2.0e-5	6.0e-5	2.0e-5	2.0e-5	4.0e-5	4.0e-5	0.0	2.0e-5	0.0	4.0e-5	0.0	4.0e-5	4.0e-5	2.0e-5	0.0	0.0	4.0e-5	4.0e-5	4.0e-5	0.0	2.0e-5	0.0	0.0	2.0e-5	0.0	2.0e-5	2.0e-5	8.0e-5	6.0e-5	2.0e-5	0.0	4.0e-5	0.0
0.0	0.0	0.0	2.0e-5	2.0e-5	0.0	2.0e-5	2.0e-5	0.0	6.0e-5	0.0	2.0e-5	4.0e-5	4.0e-5	0.0	0.0	2.0e-5	2.0e-5	0.0	0.0	0.0	0.0	0.0	2.0e-5	0.0	2.0e-5	0.0	0.0	2.0e-5	0.0	0.0	2.0e-5	0.0	0.0	2.0e-5	0.0	2.0e-5	0.0	2.0e-5	0.0	2.0e-5	2.0e-5	0.0	0.0	2.0e-5	0.0	0.0	0.0	0.0	0.0	2.0e-5
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	2.0e-5	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0e-5	0.0	2.0e-5	0.0	0.0	0.0	0.0	2.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
