1.0-sqrt(6.0)
0.545916
0.083294
0.0672
0.054404
0.044784
0.036318
0.029554
0.024002
0.019548
0.016486
0.013454
0.010778
0.009054
0.007636
0.006212
0.005256
0.004222
0.003618
0.002966
0.002394
0.002166
0.001808
0.001444
0.001234
0.001106
0.000878
0.00068
0.000612
0.00051
0.000396
0.00033
0.000286
0.000228
0.000176
0.000194
0.00015
0.000114
9.2e-5
9.6e-5
7.4e-5
6.0e-5
4.4e-5
4.8e-5
3.6e-5
2.8e-5
2.2e-5
1.8e-5
1.6e-5
1.2e-5
6.0e-6
1.6e-5
2.0e-6
4.0e-6
4.0e-6
0.0
2.0e-6
4.0e-6
0.0
0.0
0.0
0.0
2.0e-6
0.0
0.0
2.0e-6
