0-240
0.17589
0.06258
0.06278
0.05953
0.05665
0.0536
0.05076
0.04711
0.04419
0.04159
0.03825
0.03397
0.03131
0.02816
0.02627
0.0231
0.02019
0.01815
0.01579
0.0144
0.01271
0.01123
0.00979
0.00839
0.007
0.00657
0.00586
0.00499
0.00429
0.00373
0.003
0.00257
0.00217
0.00191
0.00172
0.00145
0.00115
0.00097
0.00074
0.00089
0.00079
0.00055
0.00063
0.00047
0.00026
0.00038
0.00021
0.0001
0.00019
0.00012
0.00016
0.0001
0.0001
7.0e-5
3.0e-5
3.0e-5
8.0e-5
5.0e-5
4.0e-5
5.0e-5
4.0e-5
3.0e-5
3.0e-5
1.0e-5
0.0
