30-210
0.127
0.0596
0.0648
0.0696
0.0646
0.0574
0.0542
0.0536
0.0508
0.055
0.0416
0.041
0.0302
0.0314
0.0302
0.0218
0.02
0.0168
0.0174
0.0134
0.011
0.0086
0.0094
0.0076
0.0066
0.0074
0.0042
0.0032
0.0026
0.0026
0.0022
0.001
0.002
0.0018
0.0024
0.0012
0.0012
0.001
0.0006
0.0008
0.0004
0.001
0.0
0.0
0.0004
0.0
0.0
0.0002
0.0002
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
