params
0.4912585
0.88515055
-1.0711983
-1.0990614
-1.4145136
0.31238022
-1.3703948
0.8933662
-0.33652258
0.94644684
-0.94157207
-1.0350707
0.10121764
-0.08996604
0.3140848
-0.98114437
0.7045451
-0.8175245
0.77412486
-1.1432449
-0.56249964
0.6362694
1.344299
0.5403069
1.0925641
0.101788364
0.45221716
-0.23500654
-0.9035448
-0.38810658
-0.09360481
-0.6209301
0.54797137
0.020989893
0.738417
-0.30761924
-0.44430882
0.25122723
0.19984517
0.25156578
-0.3185328
0.60287684
-0.30236086
0.053554885
-0.36244494
0.014202696
0.046039153
0.8670542
-0.069587626
0.49466616
-0.11005339
0.106472544
0.011442683
-0.37520483
-0.35485256
-0.055401143
-0.45957536
0.38155448
-0.12938815
0.12073871
-0.23201452
-0.106626116
0.13953531
-0.03497197
0.18041466
-0.5608574
0.47622672
-0.17705469
0.21076086
-0.4050706
-0.12461668
-0.04952909
0.3084571
0.17062064
0.14793621
-0.007418347
0.15899682
0.22012852
-0.027511695
-0.11826956
-0.33992183
-0.099985205
0.24242072
0.33064926
0.22543083
-0.2543598
-0.033583995
-0.2203466
-0.17775936
-0.17542563
-0.079516046
0.14701451
-0.5512092
0.07989284
-0.17358911
0.15854031
0.115281686
-0.09372026
0.12615247
0.30884787
-0.4992111
0.12269626
-0.30308166
-0.526743
-0.4172064
0.10522676
-0.42818105
0.47696644
-0.5151725
0.46609187
-0.27610192
-0.6681544
0.37802878
0.23486447
0.7693281
-0.34560615
0.58141583
0.5830331
-0.4062012
-0.36106467
0.6215147
0.34395278
0.66112554
-0.47001424
0.14776804
-0.36075482
-0.14974429
0.04109114
-0.071359694
0.11863144
-0.27195707
-0.17847131
0.3384497
0.019236423
0.13551979
-0.13136432
-0.17791153
0.23277436
0.08068114
0.028444052
0.019514475
0.22493838
0.31698874
0.05194677
0.19924074
0.013817232
0.19305259
0.3750031
0.10940792
-0.18256254
-0.12022111
0.08896401
0.022903353
-0.08626282
-0.17095008
-0.27079183
-0.023761867
0.10598784
-0.09035341
0.40530258
0.027718319
-0.0072074602
0.021869835
0.3032538
0.13231769
0.17740226
0.28029415
-0.09175938
-0.16450407
0.16169547
0.2736292
0.2566578
0.12280766
-0.27602774
-0.19936961
0.22323658
-0.07118586
-0.10874544
0.15082142
0.15858415
-0.2624179
0.23607287
-0.020224538
0.32049367
-0.16880172
0.24900362
0.3252118
-0.20286267
0.07783778
-0.24428728
-0.00039245773
0.06867107
-0.088995405
-0.3185045
-0.15482964
-0.090499
0.0027332066
-0.023538914
-0.20614402
-0.076847695
0.28226635
-0.045634646
0.078084596
0.2091509
0.16428624
0.066099614
0.48489106
-0.15659
0.39276135
0.008976643
0.22565751
0.431541
-0.3019063
-0.105307415
-0.2314693
0.50514907
0.09419421
-0.3160672
0.0045869974
-0.044746928
-0.13816424
0.15948957
-0.4251812
0.2901947
-0.08237866
-0.12910908
-0.36420625
0.4557275
0.4071661
0.5588184
0.09720082
0.5513848
-0.3251096
0.051901605
-0.583995
0.35781714
0.5251573
-0.48929238
-0.12314165
-0.4949644
0.44778243
-0.32524103
-0.30029115
-0.037639856
0.059821613
0.24943484
-0.22162034
-0.5747111
0.075811565
-0.30721045
-0.06918142
0.06957605
0.19324899
0.20025088
0.45014742
-0.31670082
0.45775226
-0.63586766
0.33998203
-0.23956066
