1.0-sqrt(6.0)
0.1572
0.0618
0.0564
0.0572
0.0488
0.0464
0.0432
0.0394
0.0388
0.0316
0.0306
0.0304
0.0254
0.0212
0.0204
0.02
0.0184
0.0186
0.0158
0.0128
0.0142
0.0158
0.0106
0.0096
0.0086
0.0082
0.0084
0.0086
0.0062
0.0068
0.0076
0.0058
0.0074
0.0058
0.0054
0.0068
0.005
0.0038
0.0034
0.0048
0.0048
0.0026
0.004
0.0034
0.0028
0.0022
0.0032
0.0022
0.0014
0.0022
0.0022
0.0014
0.0008
0.0018
0.0018
0.001
0.0012
0.0008
0.001
0.0008
0.0004
0.002
0.001
0.0008
0.0004
