10-12
0.0584
0.0372
0.0336
0.045
0.045
0.0422
0.0412
0.0402
0.044
0.0384
0.0386
0.0448
0.041
0.0394
0.0316
0.028
0.031
0.0308
0.0242
0.0214
0.0196
0.0252
0.0168
0.0194
0.016
0.0136
0.01
0.011
0.0094
0.0098
0.0112
0.0102
0.0078
0.0074
0.0048
0.0032
0.0052
0.0046
0.0056
0.0022
0.0024
0.004
0.0026
0.0016
0.002
0.0016
0.0018
0.0014
0.0008
0.0016
0.0012
0.0008
0.0016
0.0008
0.0004
0.0012
0.0004
0.0002
0.0008
0.0
0.0008
0.001
0.0004
0.0
0.0004
0.0004
0.0002
0.0
0.0
0.0
0.0
0.0002
0.0
0.0
0.0002
0.0
0.0002
0.0
0.0
0.0
0.0
