1.0-sqrt(6.0)
0.00134
0.00755
0.022
0.04557
0.06714
0.08395
0.09335
0.09419
0.08979
0.07971
0.07331
0.06435
0.05651
0.04945
0.04211
0.03385
0.02713
0.02106
0.01498
0.01116
0.00812
0.00514
0.00329
0.00203
0.00138
0.00077
0.00042
0.00016
0.0001
5.0e-5
2.0e-5
0.0
2.0e-5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
