params1,params2
0.2774834103066043,-0.2763757217608689
0.4389818560674652,0.18713981520954862
-0.14480456531639116,0.27706968338923554
-0.20537603458579248,0.3197334605185391
-0.040469622028575215,0.20391860005459336
0.05081290159207305,0.16463141929449207
0.25405606058330477,0.2502529677660851
0.5729902604938287,-0.22615196397954113
0.12954331813443573,-0.06609841211821038
0.16673841209902654,0.011889929129640363
-0.06954900771273356,0.13816897237689826
-0.13436232841501417,0.19659042208391359
-0.3558795321084746,0.09473345548528665
0.2065493255253449,0.1725111872067533
-0.1336697233340881,0.2639919543236062
-0.07134000217378964,0.21222653230641006
-0.07766049149139335,-0.04945683600985699
0.007259307985890985,0.22620627104497362
-0.024785459662372743,0.02221644929772048
-0.016850250909038487,-0.003084481667873597
-0.4333315933209005,-0.0881305680963442
0.24281481807318547,0.2146913338756273
-0.34095712794700067,-0.32631386044291677
0.1250336414903547,-0.14252423854711554
-0.4428023202903724,0.0766523075483894
-0.10134852154969332,-0.32509760390756554
0.25730690129328393,0.21773206858187896
-0.15221735635223937,0.10980637504043778
-0.06892845326777235,0.37264767913345337
0.3574643600237456,0.18387036845435506
-0.5191825371820831,0.301133024601578
-0.25106999522027895,-0.3568805849043945
-0.13727000780238668,0.21534401989195623
0.3157881201162962,0.06832676183860527
-0.33186592641289003,-0.036965930555301035
-0.3015909189876526,0.08874929577544673
0.3449271634079242,-0.10283087621406481
0.13914652016302323,0.14057370025885454
0.5788630439800222,0.5078924963172898
-0.15850311973381176,-0.18979664070431962
-0.2109347780676696,-0.09640455602421527
-0.14642767012448082,-0.06249033101539516
-0.48631005144613326,0.3068924938798874
0.20386064179587432,0.27275571587107544
-0.5910480648335814,0.07431895461365882
-0.16867761302732073,-0.09646338378393164
0.08511674512625772,0.03529065072182403
0.1031989218797423,-0.12142615927242043
0.17343246985100993,-0.2809428886641269
0.27984723077545737,-0.023377413979866854
-0.5721025160410355,0.06822062496234302
-0.3641454986713965,-0.10227509308729213
-0.43072980073745315,-0.011698464972034625
0.3654018602005819,-0.19080337437279768
-0.5023236350700537,-0.15350159430282106
-0.25952138325674523,0.1240717247477919
-0.19741776565229818,0.01365058077502712
0.05472859869766421,-0.07394708407568779
0.20050192415984824,0.078505326207982
-0.2574493019018391,0.05571664663464878
0.011931069773924673,-0.006233407637311561
0.26920387796044115,0.2589341777560726
-0.5860881993829902,-0.01958470944921334
-0.014145199172442936,-0.3873285824567425
-0.3859616577815554,-0.32294995077651484
0.029874540109817407,-0.13534226372536362
0.287237314577495,0.15036840472193255
-0.035752353083683075,0.20928297290587858
-0.16049774976983677,0.1477189909263754
-0.1515560315667148,-0.3592978443033233
-0.4453206288133615,0.1282454025170613
-0.06082036020451348,0.19702162528724043
-0.383455505571198,0.0578768846775585
0.4149344596887398,-0.08544664939650648
-0.4050885084701321,-0.04263394665911264
-0.26030436073589985,-0.17175202981998608
-0.16975869394107482,-0.07444854049164651
-0.03145389205798863,0.24555836336239972
0.3019462360197001,0.2125932241140982
-0.4479329573667924,0.08501968180654038
-0.07302063987442445,-0.18444176847319002
0.16663923970332575,0.12010238715020341
-0.17037619108455337,0.19372112507588762
0.09484085881989554,0.35554435690127034
-0.3513252869177495,-0.2317887521128317
-0.03636301565885,-0.0491982254885808
0.31485947946942744,-0.061854544265900396
0.052705072693918754,0.15813650892231076
-0.08608488137792868,-0.31650748160743913
-0.2361237844647467,-0.3541180518553782
-0.006446937117028128,0.13404645741315221
-0.04055263254201361,-0.0599702573618199
-0.5531189130288607,0.07255986239347537
0.5581252400536316,-0.15374956983837773
-0.7287482673051501,-0.29097086008776
-0.29023009040612,-0.22266775754083384
-0.08360599523068414,-0.005049574214232706
0.051911110724531834,-0.12046878439353563
0.2245504456586639,0.36141962930295707
-0.38638938765654357,-0.12328660279980662
0.1993789683688649,0.23529501356359012
0.3951529203700331,-0.009151578555415459
-0.09314669770725181,-0.45335494588255176
0.30923537446490396,-0.018374854461522937
-0.3492963111464879,-0.2450399962090014
-0.20621454652244092,-0.08855894733441133
0.04389923089309263,-0.18832606117340292
0.25963651099306023,0.03323546296425658
-0.27097469790278356,-0.20265833663294378
0.07488810152535294,-0.17158320210428446
-0.12129712652011,-0.10154153938340764
-0.2602645660023814,-0.39038515842496485
-0.1933702659336691,-0.006059847084755352
0.26454117112744163,0.06584692101598767
-0.6446452664670335,-0.007815141510699753
-0.0012750447251814955,-0.07335464251452552
-0.05405956064032426,-0.11737137851775296
0.15480753849204074,-0.24431493858323028
0.36644675099591634,-0.2514310293255954
-0.43954317827888645,0.06202016903262824
-0.09632104501100101,0.1666065697091543
0.22752861007469452,-0.10363022965050316
-0.11378417389279698,0.28704577176365786
0.18736199886839774,0.031873742691180346
-0.5398670392875554,0.37641802563389287
0.02970913405532986,-0.10991064339491126
-0.19964030244099035,-0.01872424212027574
-0.12612659794902567,0.12024661244931999
-0.36595282230623066,0.008550526721595543
-0.231252255418866,0.23995177879025428
-0.2677127598830589,-0.23587115923174504
-0.2588626104713758,-0.2087402752847991
-0.18044229301330594,0.12332156316239745
0.4678024615341028,0.06659304193148698
-0.4502500946696037,0.008415723349043659
0.09135036150201432,-0.1193007556991594
0.015130965463478115,0.0015261562936233998
0.37553667336161456,-0.28779352055396107
0.2503493285943135,0.2453324080022668
-0.2740021835551624,0.16738321037331033
0.1621075568251283,0.2076437847744864
0.15053759217521157,0.06186345682903471
-0.07068374445413787,-0.08084109656853491
-0.08289929030865015,0.06966456703906108
-0.5613466747533936,-0.0255111548956031
0.045222399381771416,-0.002889205926451855
-0.1293151066771088,0.06604548257960116
0.28059957815453174,-0.38146562830884045
-0.32742507289372924,0.12069469760874982
-0.07954155623047054,0.08425502454193236
0.0954093126812178,-0.17080178214954472
0.1869059308409805,0.10975196273879093
-0.27834662484317707,0.24610806954429212
0.3770040586991192,0.0479974618674742
-0.723002092450068,0.3343347468101399
