x1,x2,x3,x4,x5
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0e-5
0.0,0.0,0.0,0.0,6.0e-5
0.0,0.0,0.0,0.0,0.00012
0.0,0.0,0.0,0.0,0.00058
0.0,0.0,0.0,0.0,0.0011
0.0,0.0,0.0,4.0e-5,0.00224
0.0,0.0,0.0,6.0e-5,0.00444
0.0,0.0,0.0,6.0e-5,0.00834
0.0,0.0,0.0,0.00012,0.01376
0.0,0.0,0.0,0.0003,0.02072
0.0,0.0,0.0,0.00076,0.02982
0.0,0.0,0.0,0.00138,0.03964
0.0,0.0,0.0,0.00268,0.05056
0.0,0.0,0.0,0.0047,0.06142
0.0,0.0,0.0,0.00732,0.0711
0.0,0.0,2.0e-5,0.01058,0.0771
0.0,0.0,0.00012,0.0159,0.08208
0.0,0.0,0.00012,0.02176,0.0834
0.0,0.0,0.00026,0.02732,0.07922
0.0,0.0,0.00048,0.03526,0.07592
0.0,0.0,0.00072,0.04358,0.067
0.0,0.0,0.00152,0.05286,0.05714
0.0,0.0,0.00222,0.0586,0.04504
0.0,0.0,0.00314,0.06472,0.03664
0.0,0.0,0.00546,0.0683,0.0275
0.0,0.0,0.00694,0.07,0.02022
0.0,0.0,0.00928,0.07202,0.01512
0.0,2.0e-5,0.0133,0.06566,0.01038
0.0,0.0,0.01692,0.06572,0.00648
0.0,4.0e-5,0.0229,0.05966,0.00532
0.0,4.0e-5,0.0275,0.0506,0.00274
0.0,0.0001,0.03396,0.04476,0.00184
0.0,0.0001,0.03794,0.03696,0.00098
0.0,0.00032,0.04356,0.02986,0.0007
0.0,0.0005,0.0491,0.023,0.00058
0.0,0.00088,0.05386,0.01798,0.00028
0.0,0.00088,0.05594,0.01348,0.00014
0.0,0.0014,0.05796,0.01018,0.00012
0.0,0.00218,0.06088,0.00722,6.0e-5
0.0,0.00292,0.0602,0.00548,2.0e-5
0.0,0.00416,0.05786,0.00394,4.0e-5
2.0e-5,0.00602,0.05452,0.00276,0.0
2.0e-5,0.00742,0.04966,0.00152,0.0
0.0001,0.00898,0.04706,0.00094,0.0
6.0e-5,0.01234,0.04014,0.0007,0.0
6.0e-5,0.01568,0.03652,0.00046,0.0
0.0001,0.01862,0.03084,0.00026,0.0
0.00026,0.02228,0.02678,0.00022,0.0
0.00014,0.02598,0.02082,0.00012,0.0
0.00038,0.0292,0.01754,0.00012,0.0
0.00048,0.03306,0.01408,6.0e-5,0.0
0.00062,0.03804,0.01092,0.0,0.0
0.0011,0.03942,0.00814,2.0e-5,0.0
0.00136,0.044,0.00618,0.0,0.0
0.00184,0.0461,0.0045,0.0,0.0
0.0026,0.04966,0.00338,0.0,0.0
0.00354,0.05024,0.00214,0.0,0.0
0.00424,0.04934,0.0015,0.0,0.0
0.0059,0.05094,0.00106,0.0,0.0
0.00782,0.0477,0.00068,0.0,0.0
0.00946,0.04698,0.00046,0.0,0.0
0.01222,0.0437,0.00036,0.0,0.0
0.01358,0.04172,0.00028,0.0,0.0
