1.0-sqrt(6.0)
0.10875
0.044304
0.043728
0.042378
0.041702
0.039918
0.038382
0.036592
0.035402
0.032836
0.031304
0.029374
0.026596
0.024878
0.023976
0.02221
0.020914
0.019402
0.018472
0.017078
0.015882
0.014584
0.013916
0.01311
0.012262
0.011466
0.011056
0.010492
0.009566
0.009222
0.0088
0.008268
0.007758
0.007352
0.007192
0.006802
0.006396
0.00603
0.005858
0.005706
0.005428
0.00492
0.00472
0.00454
0.004522
0.004286
0.003934
0.003936
0.003834
0.003616
0.00346
0.003464
0.00319
0.002976
0.002858
0.002828
0.002672
0.002348
0.002468
0.002226
0.002168
0.002046
0.001972
0.001932
0.00186
