2.0-sqrt(4.0)
0.088796
0.03868
0.039178
0.039174
0.038762
0.03792
0.037304
0.035422
0.034298
0.032784
0.031374
0.029948
0.028252
0.026426
0.025122
0.02378
0.021784
0.020884
0.019888
0.018462
0.017566
0.016778
0.015738
0.014738
0.013776
0.013034
0.012324
0.01174
0.01094
0.010116
0.009432
0.009018
0.008886
0.008428
0.00771
0.007474
0.00697
0.0067
0.006512
0.006046
0.005924
0.00573
0.005338
0.005276
0.004956
0.004634
0.004438
0.004258
0.004024
0.003904
0.003718
0.00357
0.003348
0.003226
0.003042
0.003056
0.00279
0.00269
0.002492
0.002388
0.002324
0.002136
0.002012
0.002064
0.001868
