90-150
0.1856
0.0818
0.073
0.0662
0.0632
0.0614
0.0594
0.0526
0.0402
0.044
0.037
0.029
0.0322
0.0218
0.0208
0.0172
0.016
0.016
0.0102
0.0112
0.0076
0.0078
0.0078
0.0052
0.0068
0.0034
0.0036
0.0022
0.003
0.0022
0.0022
0.0024
0.001
0.002
0.0006
0.0012
0.0
0.0008
0.0002
0.0008
0.0
0.0
0.0
0.0002
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0002
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
